Cell ID,Cell Type,Fr,h,modU,vel_0,vel_1,vel_2,vel_Magnitude,z
14314,9,0.99774,0.915071,2.98937,2.98937,-6.97653e-06,0,2.98937,1.855
14315,9,0.997416,0.918001,2.99318,2.99318,-6.72479e-06,0,2.99318,1.845
14316,9,0.998084,0.920322,2.99897,2.99897,-6.72711e-06,0,2.99897,1.835
14317,9,0.997412,0.923472,3.00207,3.00207,-6.51067e-06,0,3.00207,1.825
14318,9,0.998468,0.925556,3.00864,3.00864,-6.56341e-06,0,3.00864,1.815
14319,9,0.997336,0.929,3.01081,3.01081,-6.40713e-06,0,3.01081,1.805
14320,9,0.998884,0.930779,3.01837,3.01837,-6.46749e-06,0,3.01837,1.795
14321,9,0.997219,0.934565,3.01946,3.01946,-6.42314e-06,0,3.01946,1.785
14322,9,0.999286,0.936018,3.02807,3.02807,-6.43562e-06,0,3.02807,1.775
14323,9,0.997208,0.940075,3.02832,3.02832,-6.46002e-06,0,3.02832,1.765
14324,9,0.999543,0.941358,3.03748,3.03748,-6.46837e-06,0,3.03748,1.755
14325,9,0.997287,0.945539,3.03735,3.03735,-6.50064e-06,0,3.03735,1.745
14326,9,0.999663,0.946793,3.0466,3.0466,-6.56573e-06,0,3.0466,1.735
14327,9,0.997385,0.951003,3.04641,3.04641,-6.61281e-06,0,3.04641,1.725
14328,9,0.999737,0.95227,3.05563,3.05563,-6.73198e-06,0,3.05563,1.715
14329,9,0.997483,0.956478,3.05547,3.05547,-6.82012e-06,0,3.05547,1.705
14330,9,0.999783,0.957775,3.06459,3.06459,-6.99275e-06,0,3.06459,1.695
14331,9,0.997569,0.961972,3.06449,3.06449,-7.1193e-06,0,3.06449,1.685
14332,9,0.99981,0.963306,3.0735,3.0735,-7.33745e-06,0,3.0735,1.675
14333,9,0.997638,0.96749,3.07348,3.07348,-7.47106e-06,0,3.07348,1.665
14334,9,0.999818,0.96886,3.08238,3.08238,-7.64134e-06,0,3.08238,1.655
14335,9,0.997687,0.973031,3.08242,3.08242,-7.68665e-06,0,3.08242,1.645
14336,9,0.999817,0.974429,3.09122,3.09122,-7.7342e-06,0,3.09122,1.635
14337,9,0.997712,0.978585,3.09128,3.09128,-7.72261e-06,0,3.09128,1.625
14338,9,0.99982,0.979986,3.10003,3.10003,-7.72737e-06,0,3.10003,1.615
14339,9,0.997728,0.984131,3.10008,3.10008,-7.72785e-06,0,3.10008,1.605
14340,9,0.999824,0.985524,3.10879,3.10879,-7.78957e-06,0,3.10879,1.595
14341,9,0.997744,0.989659,3.10883,3.10883,-7.83931e-06,0,3.10883,1.585
14342,9,0.999826,0.991044,3.11749,3.11749,-7.93909e-06,0,3.11749,1.575
14343,9,0.997758,0.995172,3.11752,3.11752,-7.99657e-06,0,3.11752,1.565
14344,9,0.999828,0.996552,3.12615,3.12615,-8.08848e-06,0,3.12615,1.555
14345,9,0.997771,1.00068,3.12617,3.12617,-8.11866e-06,0,3.12617,1.545
14346,9,1.00169,1.00081,3.13866,3.13866,-7.71444e-06,0,3.13866,1.535
14347,9,0.986715,1.01374,3.11164,3.11164,2.59264e-05,0,3.11164,1.525
14348,9,1.01095,1.00024,3.16678,3.16678,-1.34192e-05,0,3.16678,1.515
14349,9,0.987087,1.01897,3.12084,3.12084,2.3483e-05,0,3.12084,1.505
14350,9,1.00064,1.01257,3.15374,3.15374,1.29947e-05,0,3.15374,1.495
14351,9,0.993826,1.01999,3.14371,3.14371,-7.72803e-05,0,3.14371,1.485
14352,9,1.0111,1.01102,3.18426,3.18426,-8.72676e-05,0,3.18426,1.475
14353,9,0.987633,1.02955,3.13872,3.13872,0.000358106,0,3.13872,1.465
14354,9,1.00914,1.01771,3.18858,3.18858,-0.000474932,0,3.18858,1.455
14355,9,0.997992,1.02804,3.16933,3.16933,-1.37608e-06,0,3.16933,1.445
14356,9,1.00498,1.02596,3.18829,3.18829,-4.27939e-05,0,3.18829,1.435
14357,9,0.991669,1.03793,3.16435,3.16435,0.000109911,0,3.16435,1.425
14358,9,1.01309,1.02599,3.21405,3.21405,0.00038119,0,3.21405,1.415
14359,9,0.999087,1.03847,3.18885,3.18885,-0.000330259,0,3.18885,1.405
14360,9,0.998901,1.04131,3.19261,3.19261,8.82624e-05,0,3.19261,1.395
14361,9,1.00142,1.04247,3.20244,3.20244,-3.75401e-05,0,3.20244,1.385
14362,9,1.01602,1.03522,3.23781,3.23781,-6.3454e-05,0,3.23781,1.375
14363,9,1.00521,1.04551,3.21925,3.21925,-6.98286e-05,0,3.21925,1.365
14364,9,1.01639,1.04054,3.2473,3.2473,-4.15537e-05,0,3.2473,1.355
14365,9,1.00811,1.04905,3.23399,3.23399,6.75058e-06,0,3.23399,1.345
14366,9,1.01647,1.04594,3.25599,3.25599,7.75564e-05,0,3.25599,1.335
14367,9,1.0106,1.0527,3.24764,3.24764,0.000142873,0,3.24764,1.325
14368,9,1.01664,1.05111,3.26458,3.26458,0.000179862,0,3.26458,1.315
14369,9,1.01255,1.05659,3.25991,3.25991,0.000199828,0,3.25991,1.305
14370,9,1.01716,1.05596,3.27376,3.27376,0.000190294,0,3.27376,1.295
14371,9,1.01452,1.06044,3.27219,3.27219,0.000164735,0,3.27219,1.285
14372,9,1.01774,1.06082,3.28317,3.28317,0.00012028,0,3.28317,1.275
14373,9,1.01583,1.06486,3.28322,3.28322,7.56319e-05,0,3.28322,1.265
14374,9,1.0188,1.06547,3.29378,3.29378,3.35657e-05,0,3.29378,1.255
14375,9,1.01762,1.06904,3.29549,3.29549,1.02781e-05,0,3.29549,1.245
14376,9,1.01981,1.07024,3.30442,3.30442,3.21859e-06,0,3.30442,1.235
14377,9,1.01926,1.07339,3.30749,3.30749,1.64687e-05,0,3.30749,1.225
14378,9,1.0209,1.07497,3.31526,3.31526,4.05735e-05,0,3.31526,1.215
14379,9,1.02186,1.07703,3.32153,3.32153,7.11266e-05,0,3.32153,1.205
14380,9,1.02333,1.0787,3.3289,3.3289,9.99211e-05,0,3.3289,1.195
14381,9,1.02474,1.08039,3.3361,3.3361,0.000121551,0,3.3361,1.185
14382,9,1.02623,1.08201,3.34346,3.34346,0.000131908,0,3.34346,1.175
14383,9,1.02768,1.08364,3.35068,3.35068,0.000129228,0,3.35068,1.165
14384,9,1.0292,1.0852,3.35807,3.35807,0.000113546,0,3.35807,1.155
14385,9,1.0308,1.08669,3.3656,3.3656,8.6687e-05,0,3.3656,1.145
14386,9,1.03265,1.08798,3.37364,3.37364,5.15688e-05,0,3.37364,1.135
14387,9,1.03482,1.08902,3.38235,3.38235,1.1888e-05,0,3.38235,1.125
14388,9,1.03713,1.08995,3.39132,3.39132,-2.83614e-05,0,3.39132,1.115
14389,9,1.03931,1.09094,3.40002,3.40002,-6.55868e-05,0,3.40002,1.105
14390,9,1.04123,1.09211,3.40811,3.40811,-9.69952e-05,0,3.40811,1.095
14391,9,1.0428,1.09352,3.41546,3.41546,-0.000120826,0,3.41546,1.085
14392,9,1.04406,1.09515,3.42214,3.42214,-0.000136384,0,3.42214,1.075
14393,9,1.04508,1.09695,3.42828,3.42828,-0.000143942,0,3.42828,1.065
14394,9,1.04593,1.09887,3.43407,3.43407,-0.00014452,0,3.43407,1.055
14395,9,1.04668,1.10086,3.43964,3.43964,-0.00013961,0,3.43964,1.045
14396,9,1.04737,1.10289,3.44511,3.44511,-0.000130872,0,3.44511,1.035
14397,9,1.04805,1.10494,3.45053,3.45053,-0.00011988,0,3.45053,1.025
14398,9,1.04872,1.107,3.45595,3.45595,-0.000107939,0,3.45595,1.015
14399,9,1.04939,1.10905,3.46138,3.46138,-9.60029e-05,0,3.46138,1.005
14400,9,1.05008,1.1111,3.46683,3.46683,-8.46822e-05,0,3.46683,0.995
14401,9,1.05077,1.11314,3.4723,3.4723,-7.43078e-05,0,3.4723,0.985
14402,9,1.05147,1.11516,3.47778,3.47778,-6.50221e-05,0,3.47778,0.975
14403,9,1.05219,1.11718,3.48328,3.48328,-5.68627e-05,0,3.48328,0.965
14404,9,1.05292,1.11917,3.48881,3.48881,-4.98211e-05,0,3.48881,0.955
14405,9,1.05366,1.12114,3.49435,3.49435,-4.3873e-05,0,3.49435,0.945
14406,9,1.05442,1.1231,3.49992,3.49992,-3.89833e-05,0,3.49992,0.935
14407,9,1.0552,1.12503,3.50551,3.50551,-3.50992e-05,0,3.50551,0.925
14408,9,1.056,1.12693,3.51112,3.51112,-3.214e-05,0,3.51112,0.915
14409,9,1.05681,1.12882,3.51676,3.51676,-2.99919e-05,0,3.51676,0.905
14410,9,1.05764,1.13068,3.52242,3.52242,-2.85116e-05,0,3.52242,0.895
14411,9,1.05849,1.13251,3.52812,3.52812,-2.75363e-05,0,3.52812,0.885
14412,9,1.05936,1.13433,3.53384,3.53384,-2.6899e-05,0,3.53384,0.875
14413,9,1.06024,1.13613,3.53959,3.53959,-2.64428e-05,0,3.53959,0.865
14414,9,1.06114,1.13792,3.54536,3.54536,-2.60331e-05,0,3.54536,0.855
14415,9,1.06205,1.13968,3.55117,3.55117,-2.55649e-05,0,3.55117,0.845
14416,9,1.06298,1.14143,3.55701,3.55701,-2.49647e-05,0,3.55701,0.835
14417,9,1.06393,1.14317,3.56288,3.56288,-2.41885e-05,0,3.56288,0.825
14418,9,1.06489,1.14489,3.56878,3.56878,-2.32173e-05,0,3.56878,0.815
14419,9,1.06586,1.14659,3.57471,3.57471,-2.20514e-05,0,3.57471,0.805
14420,9,1.06685,1.14829,3.58066,3.58066,-2.0705e-05,0,3.58066,0.795
14421,9,1.06785,1.14997,3.58662,3.58662,-1.92023e-05,0,3.58662,0.785
14422,9,1.06885,1.15163,3.5926,3.5926,-1.75742e-05,0,3.5926,0.775
14423,9,1.06986,1.15329,3.59858,3.59858,-1.5856e-05,0,3.59858,0.765
14424,9,1.07088,1.15493,3.60457,3.60457,-1.4086e-05,0,3.60457,0.755
14425,9,1.0719,1.15656,3.61056,3.61056,-1.23031e-05,0,3.61056,0.745
14426,9,1.07294,1.15818,3.61656,3.61656,-1.05456e-05,0,3.61656,0.735
14427,9,1.07397,1.15978,3.62256,3.62256,-8.84819e-06,0,3.62256,0.725
14428,9,1.07502,1.16137,3.62856,3.62856,-7.24104e-06,0,3.62856,0.715
14429,9,1.07607,1.16295,3.63457,3.63457,-5.74759e-06,0,3.63457,0.705
14430,9,1.07712,1.16451,3.64058,3.64058,-4.3838e-06,0,3.64058,0.695
14431,9,1.07818,1.16607,3.64659,3.64659,-3.15822e-06,0,3.64659,0.685
14432,9,1.07924,1.16762,3.6526,3.6526,-2.07205e-06,0,3.6526,0.675
14433,9,1.0803,1.16915,3.65861,3.65861,-1.12106e-06,0,3.65861,0.665
14434,9,1.08137,1.17068,3.66461,3.66461,-2.9658e-07,0,3.66461,0.655
14435,9,1.08244,1.1722,3.67061,3.67061,4.13365e-07,0,3.67061,0.645
14436,9,1.0835,1.17371,3.6766,3.6766,1.02308e-06,0,3.6766,0.635
14437,9,1.08457,1.17522,3.68258,3.68258,1.54656e-06,0,3.68258,0.625
14438,9,1.08564,1.17672,3.68855,3.68855,1.99595e-06,0,3.68855,0.615
14439,9,1.08671,1.17821,3.69452,3.69452,2.38289e-06,0,3.69452,0.605
14440,9,1.08777,1.17969,3.70047,3.70047,2.71751e-06,0,3.70047,0.595
14441,9,1.08884,1.18116,3.70641,3.70641,3.00841e-06,0,3.70641,0.585
14442,9,1.08991,1.18263,3.71234,3.71234,3.26263e-06,0,3.71234,0.575
14443,9,1.09097,1.18409,3.71826,3.71826,3.48577e-06,0,3.71826,0.565
14444,9,1.09203,1.18555,3.72417,3.72417,3.6821e-06,0,3.72417,0.555
14445,9,1.09309,1.187,3.73006,3.73006,3.85471e-06,0,3.73006,0.545
14446,9,1.09415,1.18844,3.73593,3.73593,4.00566e-06,0,3.73593,0.535
14447,9,1.0952,1.18988,3.7418,3.7418,4.13605e-06,0,3.7418,0.525
14448,9,1.09626,1.19131,3.74766,3.74766,4.24631e-06,0,3.74766,0.515
14449,9,1.09731,1.19273,3.7535,3.7535,4.33627e-06,0,3.7535,0.505
14450,9,1.09837,1.19415,3.75933,3.75933,4.40545e-06,0,3.75933,0.495
14451,9,1.09942,1.19556,3.76516,3.76516,4.45318e-06,0,3.76516,0.485
14452,9,1.10047,1.19696,3.77097,3.77097,4.47889e-06,0,3.77097,0.475
14453,9,1.10152,1.19836,3.77676,3.77676,4.4822e-06,0,3.77676,0.465
14454,9,1.10256,1.19976,3.78255,3.78255,4.46309e-06,0,3.78255,0.455
14455,9,1.10361,1.20115,3.78832,3.78832,4.42197e-06,0,3.78832,0.445
14456,9,1.10464,1.20253,3.79407,3.79407,4.35977e-06,0,3.79407,0.435
14457,9,1.10568,1.20391,3.7998,3.7998,4.27783e-06,0,3.7998,0.425
14458,9,1.10671,1.20528,3.80552,3.80552,4.17793e-06,0,3.80552,0.415
14459,9,1.10774,1.20665,3.81122,3.81122,4.06217e-06,0,3.81122,0.405
14460,9,1.10877,1.20802,3.81691,3.81691,3.93282e-06,0,3.81691,0.395
14461,9,1.10979,1.20938,3.82257,3.82257,3.79227e-06,0,3.82257,0.385
14462,9,1.11081,1.21073,3.82822,3.82822,3.64285e-06,0,3.82822,0.375
14463,9,1.11182,1.21208,3.83386,3.83386,3.48675e-06,0,3.83386,0.365
14464,9,1.11284,1.21343,3.83948,3.83948,3.32591e-06,0,3.83948,0.355
14465,9,1.11384,1.21476,3.84508,3.84508,3.16201e-06,0,3.84508,0.345
14466,9,1.11485,1.2161,3.85067,3.85067,2.99638e-06,0,3.85067,0.335
14467,9,1.11585,1.21743,3.85624,3.85624,2.83001e-06,0,3.85624,0.325
14468,9,1.11685,1.21876,3.86179,3.86179,2.66358e-06,0,3.86179,0.315
14469,9,1.11785,1.22008,3.86733,3.86733,2.4975e-06,0,3.86733,0.305
14470,9,1.11884,1.2214,3.87285,3.87285,2.33188e-06,0,3.87285,0.295
14471,9,1.11983,1.22271,3.87835,3.87835,2.16668e-06,0,3.87835,0.285
14472,9,1.12081,1.22402,3.88384,3.88384,2.00166e-06,0,3.88384,0.275
14473,9,1.12179,1.22532,3.8893,3.8893,1.8365e-06,0,3.8893,0.265
14474,9,1.12277,1.22662,3.89475,3.89475,1.67078e-06,0,3.89475,0.255
14475,9,1.12374,1.22792,3.90018,3.90018,1.5041e-06,0,3.90018,0.245
14476,9,1.12471,1.22921,3.9056,3.9056,1.33608e-06,0,3.9056,0.235
14477,9,1.12567,1.2305,3.91099,3.91099,1.16639e-06,0,3.91099,0.225
14478,9,1.12663,1.23179,3.91637,3.91637,9.94825e-07,0,3.91637,0.215
14479,9,1.12759,1.23307,3.92173,3.92173,8.21367e-07,0,3.92173,0.205
14480,9,1.12854,1.23434,3.92708,3.92708,6.46177e-07,0,3.92708,0.195
14481,9,1.12949,1.23562,3.9324,3.9324,4.69737e-07,0,3.9324,0.185
14482,9,1.13043,1.23689,3.93771,3.93771,2.92739e-07,0,3.93771,0.175
14483,9,1.13137,1.23815,3.943,3.943,1.15937e-07,0,3.943,0.165
14484,9,1.13231,1.23941,3.94827,3.94827,-5.89046e-08,0,3.94827,0.155
14485,9,1.13324,1.24067,3.95352,3.95352,-2.30855e-07,0,3.95352,0.145
14486,9,1.13417,1.24193,3.95876,3.95876,-3.98327e-07,0,3.95876,0.135
14487,9,1.13509,1.24318,3.96398,3.96398,-5.59313e-07,0,3.96398,0.125
14488,9,1.13601,1.24443,3.96918,3.96918,-7.11933e-07,0,3.96918,0.115
14489,9,1.13692,1.24567,3.97436,3.97436,-8.54348e-07,0,3.97436,0.105
14490,9,1.13783,1.24691,3.97952,3.97952,-9.84834e-07,0,3.97952,0.095
14491,9,1.13874,1.24815,3.98466,3.98466,-1.10187e-06,0,3.98466,0.085
14492,9,1.13964,1.24938,3.98978,3.98978,-1.20422e-06,0,3.98978,0.075
14493,9,1.14053,1.25062,3.99489,3.99489,-1.29097e-06,0,3.99489,0.065
14494,9,1.14142,1.25184,3.99997,3.99997,-1.36158e-06,0,3.99997,0.055
14495,9,1.14231,1.25307,4.00504,4.00504,-1.41591e-06,0,4.00504,0.045
14496,9,1.14319,1.25429,4.01008,4.01008,-1.45419e-06,0,4.01008,0.035
14497,9,1.14407,1.25551,4.0151,4.0151,-1.47699e-06,0,4.0151,0.025
14498,9,1.14494,1.25673,4.0201,4.0201,-1.48519e-06,0,4.0201,0.015
14499,9,4.62851,0.3604,8.70299,8.70299,0,0,8.70299,0.005
14500,9,0.798739,0.130344,0.903202,0.903202,0,0,0.903202,4.995
14501,9,0.809148,0.128741,0.909559,0.909331,-0.0203835,0,0.909559,4.985
14502,9,0.803545,0.128587,0.903157,0.902493,-0.0346383,0,0.903157,4.975
14503,9,0.791829,0.129225,0.892537,0.891535,-0.0422853,0,0.892537,4.965
14504,9,0.779016,0.13027,0.881789,0.88065,-0.0447882,0,0.881789,4.955
14505,9,0.767504,0.131497,0.872819,0.871713,-0.0439144,0,0.872819,4.945
14506,9,0.758076,0.132793,0.866212,0.865235,-0.0411245,0,0.866212,4.935
14507,9,0.750721,0.13411,0.861895,0.861081,-0.0374338,0,0.861895,4.925
14508,9,0.745124,0.135438,0.859534,0.858882,-0.0334719,0,0.859534,4.915
14509,9,0.74091,0.136778,0.85875,0.85824,-0.0295935,0,0.85875,4.905
14510,9,0.737743,0.138138,0.859201,0.858808,-0.0259781,0,0.859201,4.895
14511,9,0.735355,0.139525,0.860613,0.860314,-0.0227018,0,0.860613,4.885
14512,9,0.733542,0.140945,0.862778,0.862551,-0.0197828,0,0.862778,4.875
14513,9,0.732157,0.142406,0.865542,0.865371,-0.0172092,0,0.865542,4.865
14514,9,0.731093,0.14391,0.868793,0.868664,-0.0149547,0,0.868793,4.855
14515,9,0.730275,0.14546,0.872451,0.872354,-0.0129877,0,0.872451,4.845
14516,9,0.729652,0.147058,0.876458,0.876385,-0.0112754,0,0.876458,4.835
14517,9,0.729185,0.148706,0.880772,0.880718,-0.00978674,0,0.880772,4.825
14518,9,0.728849,0.150404,0.885364,0.885323,-0.00849338,0,0.885364,4.815
14519,9,0.728626,0.152152,0.89021,0.890179,-0.00736984,0,0.89021,4.805
14520,9,0.728503,0.153949,0.895293,0.89527,-0.00639371,0,0.895293,4.795
14521,9,0.728471,0.155795,0.9006,0.900583,-0.00554538,0,0.9006,4.785
14522,9,0.728523,0.157689,0.906119,0.906106,-0.00480783,0,0.906119,4.775
14523,9,0.728656,0.15963,0.91184,0.911831,-0.00416634,0,0.91184,4.765
14524,9,0.728863,0.161617,0.917756,0.917748,-0.00360818,0,0.917756,4.755
14525,9,0.729143,0.163647,0.923856,0.923851,-0.00312235,0,0.923856,4.745
14526,9,0.729493,0.165721,0.930134,0.93013,-0.0026994,0,0.930134,4.735
14527,9,0.729909,0.167835,0.936582,0.936579,-0.00233114,0,0.936582,4.725
14528,9,0.730389,0.169989,0.943193,0.94319,-0.00201049,0,0.943193,4.715
14529,9,0.73093,0.172181,0.949958,0.949956,-0.00173135,0,0.949958,4.705
14530,9,0.731531,0.17441,0.95687,0.956869,-0.00148842,0,0.95687,4.695
14531,9,0.732187,0.176673,0.963923,0.963922,-0.00127711,0,0.963923,4.685
14532,9,0.732898,0.178969,0.971108,0.971107,-0.00109342,0,0.971108,4.675
14533,9,0.733659,0.181297,0.978418,0.978418,-0.000933883,0,0.978418,4.665
14534,9,0.734469,0.183655,0.985847,0.985847,-0.00079546,0,0.985847,4.655
14535,9,0.735325,0.186041,0.993387,0.993387,-0.000675506,0,0.993387,4.645
14536,9,0.736224,0.188455,1.00103,1.00103,-0.000571705,0,1.00103,4.635
14537,9,0.737163,0.190894,1.00878,1.00878,-0.000482029,0,1.00878,4.625
14538,9,0.738141,0.193357,1.01661,1.01661,-0.000404701,0,1.01661,4.615
14539,9,0.739155,0.195844,1.02453,1.02453,-0.000338159,0,1.02453,4.605
14540,9,0.740202,0.198352,1.03253,1.03253,-0.000281034,0,1.03253,4.595
14541,9,0.74128,0.200881,1.04061,1.04061,-0.000232122,0,1.04061,4.585
14542,9,0.742388,0.203429,1.04875,1.04875,-0.000190365,0,1.04875,4.575
14543,9,0.743522,0.205995,1.05695,1.05695,-0.000154833,0,1.05695,4.565
14544,9,0.74468,0.208578,1.06522,1.06522,-0.000124708,0,1.06522,4.555
14545,9,0.745862,0.211178,1.07354,1.07354,-9.92745e-05,0,1.07354,4.545
14546,9,0.747065,0.213792,1.0819,1.0819,-7.79005e-05,0,1.0819,4.535
14547,9,0.748287,0.216421,1.09032,1.09032,-6.00335e-05,0,1.09032,4.525
14548,9,0.749526,0.219064,1.09877,1.09877,-4.5189e-05,0,1.09877,4.515
14549,9,0.750781,0.221719,1.10726,1.10726,-3.29436e-05,0,1.10726,4.505
14550,9,0.752051,0.224386,1.11578,1.11578,-2.29324e-05,0,1.11578,4.495
14551,9,0.753334,0.227064,1.12434,1.12434,-1.48369e-05,0,1.12434,4.485
14552,9,0.754629,0.229753,1.13292,1.13292,-8.34196e-06,0,1.13292,4.475
14553,9,0.755934,0.232451,1.14152,1.14152,-3.21533e-06,0,1.14152,4.465
14554,9,0.757248,0.235158,1.15015,1.15015,7.79006e-07,0,1.15015,4.455
14555,9,0.758571,0.237874,1.15879,1.15879,3.78403e-06,0,1.15879,4.445
14556,9,0.759901,0.240598,1.16745,1.16745,6.02076e-06,0,1.16745,4.435
14557,9,0.761237,0.243329,1.17612,1.17612,7.5798e-06,0,1.17612,4.425
14558,9,0.762578,0.246068,1.1848,1.1848,8.59157e-06,0,1.1848,4.415
14559,9,0.763924,0.248812,1.19349,1.19349,9.16121e-06,0,1.19349,4.405
14560,9,0.765273,0.251563,1.20219,1.20219,9.37784e-06,0,1.20219,4.395
14561,9,0.766626,0.254319,1.2109,1.2109,9.31749e-06,0,1.2109,4.385
14562,9,0.76798,0.257081,1.21961,1.21961,9.04498e-06,0,1.21961,4.375
14563,9,0.769336,0.259847,1.22831,1.22831,8.61494e-06,0,1.22831,4.365
14564,9,0.770693,0.262618,1.23702,1.23702,8.07336e-06,0,1.23702,4.355
14565,9,0.772051,0.265393,1.24573,1.24573,7.45827e-06,0,1.24573,4.345
14566,9,0.773408,0.268171,1.25444,1.25444,6.8014e-06,0,1.25444,4.335
14567,9,0.774765,0.270954,1.26314,1.26314,6.12863e-06,0,1.26314,4.325
14568,9,0.776121,0.273739,1.27184,1.27184,5.46096e-06,0,1.27184,4.315
14569,9,0.777476,0.276527,1.28053,1.28053,4.81528e-06,0,1.28053,4.305
14570,9,0.778828,0.279318,1.28922,1.28922,4.20433e-06,0,1.28922,4.295
14571,9,0.780179,0.282112,1.29789,1.29789,3.63805e-06,0,1.29789,4.285
14572,9,0.781527,0.284907,1.30656,1.30656,3.12388e-06,0,1.30656,4.275
14573,9,0.782872,0.287705,1.31522,1.31522,2.66682e-06,0,1.31522,4.265
14574,9,0.784215,0.290505,1.32387,1.32387,2.27029e-06,0,1.32387,4.255
14575,9,0.785554,0.293305,1.33251,1.33251,1.93521e-06,0,1.33251,4.245
14576,9,0.786889,0.296108,1.34114,1.34114,1.6629e-06,0,1.34114,4.235
14577,9,0.788221,0.298911,1.34975,1.34975,1.45115e-06,0,1.34975,4.225
14578,9,0.789549,0.301716,1.35835,1.35835,1.29993e-06,0,1.35835,4.215
14579,9,0.790873,0.304522,1.36694,1.36694,1.2053e-06,0,1.36694,4.205
14580,9,0.792193,0.307328,1.37552,1.37552,1.16484e-06,0,1.37552,4.195
14581,9,0.793508,0.310135,1.38408,1.38408,1.17559e-06,0,1.38408,4.185
14582,9,0.794819,0.312942,1.39263,1.39263,1.23275e-06,0,1.39263,4.175
14583,9,0.796125,0.31575,1.40116,1.40116,1.3337e-06,0,1.40116,4.165
14584,9,0.797426,0.318558,1.40968,1.40968,1.47394e-06,0,1.40968,4.155
14585,9,0.798722,0.321366,1.41818,1.41818,1.64963e-06,0,1.41818,4.145
14586,9,0.800014,0.324174,1.42666,1.42666,1.85649e-06,0,1.42666,4.135
14587,9,0.8013,0.326982,1.43513,1.43513,2.09025e-06,0,1.43513,4.125
14588,9,0.802582,0.32979,1.44358,1.44358,2.34681e-06,0,1.44358,4.115
14589,9,0.803858,0.332597,1.45202,1.45202,2.62237e-06,0,1.45202,4.105
14590,9,0.805129,0.335404,1.46044,1.46044,2.91333e-06,0,1.46044,4.095
14591,9,0.806395,0.33821,1.46884,1.46884,3.21597e-06,0,1.46884,4.085
14592,9,0.807655,0.341016,1.47723,1.47723,3.52679e-06,0,1.47723,4.075
14593,9,0.808911,0.343821,1.4856,1.4856,3.84205e-06,0,1.4856,4.065
14594,9,0.810161,0.346626,1.49395,1.49395,4.15927e-06,0,1.49395,4.055
14595,9,0.811405,0.34943,1.50228,1.50228,4.47602e-06,0,1.50228,4.045
14596,9,0.812644,0.352233,1.5106,1.5106,4.78958e-06,0,1.5106,4.035
14597,9,0.813878,0.355035,1.5189,1.5189,5.09725e-06,0,1.5189,4.025
14598,9,0.815107,0.357836,1.52718,1.52718,5.39663e-06,0,1.52718,4.015
14599,9,0.81633,0.360636,1.53545,1.53545,5.68557e-06,0,1.53545,4.005
14600,9,0.817547,0.363434,1.54369,1.54369,5.96215e-06,0,1.54369,3.995
14601,9,0.818759,0.366232,1.55192,1.55192,6.22462e-06,0,1.55192,3.985
14602,9,0.819966,0.369029,1.56013,1.56013,6.47145e-06,0,1.56013,3.975
14603,9,0.821168,0.371824,1.56832,1.56832,6.70119e-06,0,1.56832,3.965
14604,9,0.822364,0.374618,1.5765,1.5765,6.9126e-06,0,1.5765,3.955
14605,9,0.823555,0.37741,1.58465,1.58465,7.10455e-06,0,1.58465,3.945
14606,9,0.82474,0.380201,1.59279,1.59279,7.27607e-06,0,1.59279,3.935
14607,9,0.82592,0.382991,1.60091,1.60091,7.42637e-06,0,1.60091,3.925
14608,9,0.827095,0.38578,1.60901,1.60901,7.55473e-06,0,1.60901,3.915
14609,9,0.828265,0.388566,1.6171,1.6171,7.66058e-06,0,1.6171,3.905
14610,9,0.829429,0.391352,1.62516,1.62516,7.74373e-06,0,1.62516,3.895
14611,9,0.830588,0.394135,1.63321,1.63321,7.80388e-06,0,1.63321,3.885
14612,9,0.831742,0.396917,1.64124,1.64124,7.84086e-06,0,1.64124,3.875
14613,9,0.832891,0.399698,1.64926,1.64926,7.85458e-06,0,1.64926,3.865
14614,9,0.834034,0.402477,1.65725,1.65725,7.84504e-06,0,1.65725,3.855
14615,9,0.835173,0.405254,1.66523,1.66523,7.81236e-06,0,1.66523,3.845
14616,9,0.836306,0.408029,1.67319,1.67319,7.75673e-06,0,1.67319,3.835
14617,9,0.837435,0.410803,1.68113,1.68113,7.67845e-06,0,1.68113,3.825
14618,9,0.838558,0.413575,1.68906,1.68906,7.57786e-06,0,1.68906,3.815
14619,9,0.839677,0.416345,1.69697,1.69697,7.45541e-06,0,1.69697,3.805
14620,9,0.84079,0.419113,1.70486,1.70486,7.31159e-06,0,1.70486,3.795
14621,9,0.841899,0.42188,1.71273,1.71273,7.14697e-06,0,1.71273,3.785
14622,9,0.843002,0.424645,1.72058,1.72058,6.96216e-06,0,1.72058,3.775
14623,9,0.844101,0.427407,1.72842,1.72842,6.75782e-06,0,1.72842,3.765
14624,9,0.845195,0.430168,1.73624,1.73624,6.53467e-06,0,1.73624,3.755
14625,9,0.846284,0.432927,1.74405,1.74405,6.29343e-06,0,1.74405,3.745
14626,9,0.847369,0.435684,1.75183,1.75183,6.03489e-06,0,1.75183,3.735
14627,9,0.848449,0.438439,1.7596,1.7596,5.75984e-06,0,1.7596,3.725
14628,9,0.849524,0.441193,1.76736,1.76736,5.46913e-06,0,1.76736,3.715
14629,9,0.850595,0.443944,1.77509,1.77509,5.16361e-06,0,1.77509,3.705
14630,9,0.851661,0.446693,1.78281,1.78281,4.84413e-06,0,1.78281,3.695
