Cell ID,Cell Type,Fr,h,modU,vel_0,vel_1,vel_2,vel_Magnitude,z
0,9,0.798739,0.130344,0.903202,0.903202,0,0,0.903202,4.995
1,9,0.763832,0.133925,0.875516,0.875516,0,0,0.875516,4.985
2,9,0.762318,0.134455,0.875506,0.875506,0,0,0.875506,4.975
3,9,0.760814,0.13503,0.875647,0.875647,0,0,0.875647,4.965
4,9,0.759327,0.135653,0.875947,0.875947,0,0,0.875947,4.955
5,9,0.757845,0.136326,0.876405,0.876405,0,0,0.876405,4.945
6,9,0.756361,0.137054,0.877019,0.877019,0,0,0.877019,4.935
7,9,0.754867,0.137839,0.877791,0.877791,0,0,0.877791,4.925
8,9,0.753357,0.138686,0.878723,0.878723,0,0,0.878723,4.915
9,9,0.751831,0.139599,0.879823,0.879823,0,0,0.879823,4.905
10,9,0.750294,0.140579,0.881102,0.881102,0,0,0.881102,4.895
11,9,0.748753,0.141629,0.882572,0.882572,0,0,0.882572,4.885
12,9,0.74722,0.142752,0.884249,0.884249,0,0,0.884249,4.875
13,9,0.745708,0.143948,0.886148,0.886148,0,0,0.886148,4.865
14,9,0.744232,0.145218,0.888285,0.888285,0,0,0.888285,4.855
15,9,0.742808,0.146561,0.890676,0.890676,0,0,0.890676,4.845
16,9,0.741451,0.147977,0.893333,0.893333,0,0,0.893333,4.835
17,9,0.740174,0.149464,0.896267,0.896267,0,0,0.896267,4.825
18,9,0.738991,0.151022,0.899486,0.899486,0,0,0.899486,4.815
19,9,0.737911,0.152649,0.902995,0.902995,0,0,0.902995,4.805
20,9,0.736944,0.154341,0.906796,0.906796,0,0,0.906796,4.795
21,9,0.736094,0.156097,0.91089,0.91089,0,0,0.91089,4.785
22,9,0.735367,0.157915,0.915272,0.915272,0,0,0.915272,4.775
23,9,0.734764,0.159792,0.919939,0.919939,0,0,0.919939,4.765
24,9,0.734286,0.161724,0.924884,0.924884,0,0,0.924884,4.755
25,9,0.733932,0.16371,0.930097,0.930097,0,0,0.930097,4.745
26,9,0.7337,0.165747,0.935568,0.935568,0,0,0.935568,4.735
27,9,0.733585,0.167832,0.941288,0.941288,0,0,0.941288,4.725
28,9,0.733585,0.169963,0.947244,0.947244,0,0,0.947244,4.715
29,9,0.733694,0.172137,0.953424,0.953424,0,0,0.953424,4.705
30,9,0.733907,0.174351,0.959816,0.959816,0,0,0.959816,4.695
31,9,0.734218,0.176604,0.966407,0.966407,0,0,0.966407,4.685
32,9,0.734622,0.178894,0.973186,0.973186,0,0,0.973186,4.675
33,9,0.735112,0.181218,0.980141,0.980141,0,0,0.980141,4.665
34,9,0.735684,0.183573,0.987258,0.987258,0,0,0.987258,4.655
35,9,0.736331,0.185959,0.994528,0.994528,0,0,0.994528,4.645
36,9,0.737049,0.188374,1.00194,1.00194,0,0,1.00194,4.635
37,9,0.737831,0.190815,1.00948,1.00948,0,0,1.00948,4.625
38,9,0.738673,0.193281,1.01714,1.01714,0,0,1.01714,4.615
39,9,0.73957,0.195771,1.02492,1.02492,0,0,1.02492,4.605
40,9,0.740517,0.198283,1.03279,1.03279,0,0,1.03279,4.595
41,9,0.741511,0.200816,1.04076,1.04076,0,0,1.04076,4.585
42,9,0.742546,0.203368,1.04882,1.04882,0,0,1.04882,4.575
43,9,0.74362,0.205939,1.05695,1.05695,0,0,1.05695,4.565
44,9,0.744729,0.208527,1.06516,1.06516,0,0,1.06516,4.555
45,9,0.74587,0.21113,1.07343,1.07343,0,0,1.07343,4.545
46,9,0.747039,0.213749,1.08176,1.08176,0,0,1.08176,4.535
47,9,0.748234,0.216382,1.09014,1.09014,0,0,1.09014,4.525
48,9,0.749452,0.219028,1.09857,1.09857,0,0,1.09857,4.515
49,9,0.750691,0.221687,1.10705,1.10705,0,0,1.10705,4.505
50,9,0.751948,0.224357,1.11556,1.11556,0,0,1.11556,4.495
51,9,0.753223,0.227038,1.12411,1.12411,0,0,1.12411,4.485
52,9,0.754511,0.229729,1.13268,1.13268,0,0,1.13268,4.475
53,9,0.755813,0.23243,1.14129,1.14129,0,0,1.14129,4.465
54,9,0.757126,0.23514,1.14991,1.14991,0,0,1.14991,4.455
55,9,0.758449,0.237858,1.15856,1.15856,0,0,1.15856,4.445
56,9,0.75978,0.240583,1.16723,1.16723,0,0,1.16723,4.435
57,9,0.761119,0.243316,1.17591,1.17591,0,0,1.17591,4.425
58,9,0.762464,0.246056,1.1846,1.1846,0,0,1.1846,4.415
59,9,0.763814,0.248802,1.1933,1.1933,0,0,1.1933,4.405
60,9,0.765168,0.251553,1.20201,1.20201,0,0,1.20201,4.395
61,9,0.766525,0.254311,1.21072,1.21072,0,0,1.21072,4.385
62,9,0.767885,0.257073,1.21944,1.21944,0,0,1.21944,4.375
63,9,0.769247,0.25984,1.22815,1.22815,0,0,1.22815,4.365
64,9,0.770609,0.262611,1.23687,1.23687,0,0,1.23687,4.355
65,9,0.771972,0.265387,1.24559,1.24559,0,0,1.24559,4.345
66,9,0.773335,0.268166,1.25431,1.25431,0,0,1.25431,4.335
67,9,0.774697,0.270948,1.26302,1.26302,0,0,1.26302,4.325
68,9,0.776058,0.273734,1.27172,1.27172,0,0,1.27172,4.315
69,9,0.777417,0.276522,1.28042,1.28042,0,0,1.28042,4.305
70,9,0.778775,0.279313,1.28912,1.28912,0,0,1.28912,4.295
71,9,0.78013,0.282107,1.2978,1.2978,0,0,1.2978,4.285
72,9,0.781482,0.284902,1.30648,1.30648,0,0,1.30648,4.275
73,9,0.782831,0.2877,1.31514,1.31514,0,0,1.31514,4.265
74,9,0.784177,0.290499,1.3238,1.3238,0,0,1.3238,4.255
75,9,0.78552,0.2933,1.33244,1.33244,0,0,1.33244,4.245
76,9,0.786859,0.296103,1.34107,1.34107,0,0,1.34107,4.235
77,9,0.788193,0.298906,1.34969,1.34969,0,0,1.34969,4.225
78,9,0.789524,0.301711,1.3583,1.3583,0,0,1.3583,4.215
79,9,0.79085,0.304516,1.36689,1.36689,0,0,1.36689,4.205
80,9,0.792172,0.307322,1.37547,1.37547,0,0,1.37547,4.195
81,9,0.79349,0.310129,1.38404,1.38404,0,0,1.38404,4.185
82,9,0.794802,0.312936,1.39258,1.39258,0,0,1.39258,4.175
83,9,0.79611,0.315744,1.40112,1.40112,0,0,1.40112,4.165
84,9,0.797413,0.318552,1.40964,1.40964,0,0,1.40964,4.155
85,9,0.798711,0.32136,1.41814,1.41814,0,0,1.41814,4.145
86,9,0.800003,0.324168,1.42663,1.42663,0,0,1.42663,4.135
87,9,0.801291,0.326976,1.4351,1.4351,0,0,1.4351,4.125
88,9,0.802573,0.329784,1.44356,1.44356,0,0,1.44356,4.115
89,9,0.80385,0.332591,1.45199,1.45199,0,0,1.45199,4.105
90,9,0.805122,0.335398,1.46042,1.46042,0,0,1.46042,4.095
91,9,0.806389,0.338205,1.46882,1.46882,0,0,1.46882,4.085
92,9,0.80765,0.341011,1.47721,1.47721,0,0,1.47721,4.075
93,9,0.808905,0.343816,1.48558,1.48558,0,0,1.48558,4.065
94,9,0.810155,0.346621,1.49393,1.49393,0,0,1.49393,4.055
95,9,0.8114,0.349425,1.50226,1.50226,0,0,1.50226,4.045
96,9,0.81264,0.352228,1.51058,1.51058,0,0,1.51058,4.035
97,9,0.813873,0.35503,1.51888,1.51888,0,0,1.51888,4.025
98,9,0.815102,0.357831,1.52716,1.52716,0,0,1.52716,4.015
99,9,0.816325,0.360631,1.53543,1.53543,0,0,1.53543,4.005
100,9,0.817542,0.36343,1.54367,1.54367,0,0,1.54367,3.995
101,9,0.818754,0.366228,1.5519,1.5519,0,0,1.5519,3.985
102,9,0.819961,0.369025,1.56011,1.56011,0,0,1.56011,3.975
103,9,0.821162,0.371821,1.5683,1.5683,0,0,1.5683,3.965
104,9,0.822358,0.374615,1.57648,1.57648,0,0,1.57648,3.955
105,9,0.823549,0.377408,1.58464,1.58464,0,0,1.58464,3.945
106,9,0.824734,0.380199,1.59277,1.59277,0,0,1.59277,3.935
107,9,0.825914,0.382989,1.60089,1.60089,0,0,1.60089,3.925
108,9,0.827088,0.385778,1.609,1.609,0,0,1.609,3.915
109,9,0.828258,0.388565,1.61708,1.61708,0,0,1.61708,3.905
110,9,0.829422,0.391351,1.62515,1.62515,0,0,1.62515,3.895
111,9,0.83058,0.394135,1.6332,1.6332,0,0,1.6332,3.885
112,9,0.831734,0.396917,1.64123,1.64123,0,0,1.64123,3.875
113,9,0.832882,0.399698,1.64924,1.64924,0,0,1.64924,3.865
114,9,0.834025,0.402478,1.65724,1.65724,0,0,1.65724,3.855
115,9,0.835164,0.405255,1.66521,1.66521,0,0,1.66521,3.845
116,9,0.836297,0.408031,1.67318,1.67318,0,0,1.67318,3.835
117,9,0.837425,0.410805,1.68112,1.68112,0,0,1.68112,3.825
118,9,0.838548,0.413577,1.68904,1.68904,0,0,1.68904,3.815
119,9,0.839666,0.416348,1.69695,1.69695,0,0,1.69695,3.805
120,9,0.840779,0.419117,1.70484,1.70484,0,0,1.70484,3.795
121,9,0.841887,0.421883,1.71271,1.71271,0,0,1.71271,3.785
122,9,0.842991,0.424648,1.72057,1.72057,0,0,1.72057,3.775
123,9,0.844089,0.427412,1.72841,1.72841,0,0,1.72841,3.765
124,9,0.845183,0.430173,1.73623,1.73623,0,0,1.73623,3.755
125,9,0.846272,0.432932,1.74403,1.74403,0,0,1.74403,3.745
126,9,0.847356,0.43569,1.75182,1.75182,0,0,1.75182,3.735
127,9,0.848436,0.438445,1.75959,1.75959,0,0,1.75959,3.725
128,9,0.849511,0.441198,1.76734,1.76734,0,0,1.76734,3.715
129,9,0.850581,0.44395,1.77508,1.77508,0,0,1.77508,3.705
130,9,0.851647,0.446699,1.7828,1.7828,0,0,1.7828,3.695
131,9,0.852708,0.449447,1.7905,1.7905,0,0,1.7905,3.685
132,9,0.853765,0.452192,1.79819,1.79819,0,0,1.79819,3.675
133,9,0.854818,0.454936,1.80586,1.80586,0,0,1.80586,3.665
134,9,0.855865,0.457677,1.81351,1.81351,0,0,1.81351,3.655
135,9,0.856909,0.460417,1.82115,1.82115,0,0,1.82115,3.645
136,9,0.857948,0.463154,1.82877,1.82877,0,0,1.82877,3.635
137,9,0.858983,0.465889,1.83637,1.83637,0,0,1.83637,3.625
138,9,0.860014,0.468622,1.84396,1.84396,0,0,1.84396,3.615
139,9,0.86104,0.471353,1.85153,1.85153,0,0,1.85153,3.605
140,9,0.862062,0.474082,1.85909,1.85909,0,0,1.85909,3.595
141,9,0.86308,0.476809,1.86663,1.86663,0,0,1.86663,3.585
142,9,0.864094,0.479533,1.87415,1.87415,0,0,1.87415,3.575
143,9,0.865104,0.482256,1.88166,1.88166,0,0,1.88166,3.565
144,9,0.866109,0.484976,1.88915,1.88915,0,0,1.88915,3.555
145,9,0.867111,0.487694,1.89663,1.89663,0,0,1.89663,3.545
146,9,0.868109,0.49041,1.90409,1.90409,0,0,1.90409,3.535
147,9,0.869102,0.493124,1.91154,1.91154,0,0,1.91154,3.525
148,9,0.870092,0.495836,1.91897,1.91897,0,0,1.91897,3.515
149,9,0.871078,0.498545,1.92639,1.92639,0,0,1.92639,3.505
150,9,0.87206,0.501252,1.93379,1.93379,0,0,1.93379,3.495
151,9,0.873038,0.503957,1.94117,1.94117,0,0,1.94117,3.485
152,9,0.874012,0.50666,1.94855,1.94855,0,0,1.94855,3.475
153,9,0.874983,0.509361,1.9559,1.9559,0,0,1.9559,3.465
154,9,0.87595,0.512059,1.96324,1.96324,0,0,1.96324,3.455
155,9,0.876913,0.514756,1.97057,1.97057,0,0,1.97057,3.445
156,9,0.877873,0.51745,1.97788,1.97788,0,0,1.97788,3.435
157,9,0.878829,0.520141,1.98518,1.98518,0,0,1.98518,3.425
158,9,0.879781,0.522831,1.99246,1.99246,0,0,1.99246,3.415
159,9,0.88073,0.525518,1.99973,1.99973,0,0,1.99973,3.405
160,9,0.881675,0.528203,2.00698,2.00698,0,0,2.00698,3.395
161,9,0.882616,0.530886,2.01422,2.01422,0,0,2.01422,3.385
162,9,0.883555,0.533567,2.02145,2.02145,0,0,2.02145,3.375
163,9,0.884489,0.536245,2.02866,2.02866,0,0,2.02866,3.365
164,9,0.885421,0.538921,2.03585,2.03585,0,0,2.03585,3.355
165,9,0.886349,0.541595,2.04304,2.04304,0,0,2.04304,3.345
166,9,0.887273,0.544267,2.05021,2.05021,0,0,2.05021,3.335
167,9,0.888194,0.546936,2.05736,2.05736,0,0,2.05736,3.325
168,9,0.889112,0.549603,2.0645,2.0645,0,0,2.0645,3.315
169,9,0.890027,0.552268,2.07163,2.07163,0,0,2.07163,3.305
170,9,0.890938,0.554931,2.07875,2.07875,0,0,2.07875,3.295
171,9,0.891846,0.557591,2.08585,2.08585,0,0,2.08585,3.285
172,9,0.892751,0.560249,2.09293,2.09293,0,0,2.09293,3.275
173,9,0.893653,0.562905,2.10001,2.10001,0,0,2.10001,3.265
174,9,0.894551,0.565559,2.10707,2.10707,0,0,2.10707,3.255
175,9,0.895447,0.56821,2.11412,2.11412,0,0,2.11412,3.245
176,9,0.896339,0.570859,2.12115,2.12115,0,0,2.12115,3.235
177,9,0.897229,0.573506,2.12817,2.12817,0,0,2.12817,3.225
178,9,0.898115,0.57615,2.13518,2.13518,0,0,2.13518,3.215
179,9,0.898998,0.578792,2.14217,2.14217,0,0,2.14217,3.205
180,9,0.899879,0.581432,2.14916,2.14916,0,0,2.14916,3.195
181,9,0.900756,0.58407,2.15612,2.15612,0,0,2.15612,3.185
182,9,0.90163,0.586705,2.16308,2.16308,0,0,2.16308,3.175
183,9,0.902502,0.589338,2.17003,2.17003,0,0,2.17003,3.165
184,9,0.90337,0.591969,2.17696,2.17696,0,0,2.17696,3.155
185,9,0.904236,0.594597,2.18387,2.18387,0,0,2.18387,3.145
186,9,0.905099,0.597224,2.19078,2.19078,0,0,2.19078,3.135
187,9,0.905959,0.599848,2.19767,2.19767,0,0,2.19767,3.125
188,9,0.906816,0.602469,2.20456,2.20456,0,0,2.20456,3.115
189,9,0.90767,0.605089,2.21142,2.21142,0,0,2.21142,3.105
190,9,0.908522,0.607706,2.21828,2.21828,0,0,2.21828,3.095
191,9,0.909371,0.610321,2.22513,2.22513,0,0,2.22513,3.085
192,9,0.910217,0.612933,2.23196,2.23196,0,0,2.23196,3.075
193,9,0.911061,0.615544,2.23878,2.23878,0,0,2.23878,3.065
194,9,0.911902,0.618152,2.24559,2.24559,0,0,2.24559,3.055
195,9,0.91274,0.620757,2.25238,2.25238,0,0,2.25238,3.045
196,9,0.913575,0.623361,2.25917,2.25917,0,0,2.25917,3.035
197,9,0.914408,0.625962,2.26594,2.26594,0,0,2.26594,3.025
198,9,0.915239,0.628561,2.2727,2.2727,0,0,2.2727,3.015
199,9,0.916067,0.631158,2.27945,2.27945,0,0,2.27945,3.005
200,9,0.916892,0.633752,2.28619,2.28619,0,0,2.28619,2.995
201,9,0.917715,0.636344,2.29292,2.29292,0,0,2.29292,2.985
202,9,0.918535,0.638934,2.29963,2.29963,0,0,2.29963,2.975
203,9,0.919353,0.641521,2.30633,2.30633,0,0,2.30633,2.965
204,9,0.920168,0.644107,2.31303,2.31303,0,0,2.31303,2.955
205,9,0.920981,0.64669,2.31971,2.31971,0,0,2.31971,2.945
206,9,0.921791,0.64927,2.32638,2.32638,0,0,2.32638,2.935
207,9,0.9226,0.651849,2.33303,2.33303,0,0,2.33303,2.925
208,9,0.923405,0.654425,2.33968,2.33968,0,0,2.33968,2.915
209,9,0.924208,0.656999,2.34632,2.34632,0,0,2.34632,2.905
210,9,0.925009,0.65957,2.35294,2.35294,0,0,2.35294,2.895
211,9,0.925808,0.66214,2.35956,2.35956,0,0,2.35956,2.885
212,9,0.926604,0.664707,2.36616,2.36616,0,0,2.36616,2.875
213,9,0.927398,0.667272,2.37275,2.37275,0,0,2.37275,2.865
214,9,0.92819,0.669834,2.37933,2.37933,0,0,2.37933,2.855
215,9,0.92898,0.672394,2.3859,2.3859,0,0,2.3859,2.845
216,9,0.929767,0.674952,2.39246,2.39246,0,0,2.39246,2.835
217,9,0.930552,0.677508,2.39901,2.39901,0,0,2.39901,2.825
218,9,0.931334,0.680061,2.40555,2.40555,0,0,2.40555,2.815
219,9,0.932115,0.682613,2.41208,2.41208,0,0,2.41208,2.805
220,9,0.932893,0.685162,2.41859,2.41859,0,0,2.41859,2.795
221,9,0.93367,0.687708,2.4251,2.4251,0,0,2.4251,2.785
222,9,0.934444,0.690253,2.4316,2.4316,0,0,2.4316,2.775
223,9,0.935216,0.692795,2.43808,2.43808,0,0,2.43808,2.765
224,9,0.935986,0.695335,2.44456,2.44456,0,0,2.44456,2.755
225,9,0.936753,0.697872,2.45102,2.45102,0,0,2.45102,2.745
226,9,0.937519,0.700407,2.45748,2.45748,0,0,2.45748,2.735
227,9,0.938283,0.70294,2.46392,2.46392,0,0,2.46392,2.725
228,9,0.939044,0.705471,2.47036,2.47036,0,0,2.47036,2.715
229,9,0.939804,0.708,2.47678,2.47678,0,0,2.47678,2.705
230,9,0.940561,0.710526,2.4832,2.4832,0,0,2.4832,2.695
231,9,0.941317,0.71305,2.4896,2.4896,0,0,2.4896,2.685
232,9,0.94207,0.715572,2.496,2.496,0,0,2.496,2.675
233,9,0.942822,0.718091,2.50238,2.50238,0,0,2.50238,2.665
234,9,0.943571,0.720609,2.50876,2.50876,0,0,2.50876,2.655
235,9,0.944319,0.723124,2.51512,2.51512,0,0,2.51512,2.645
236,9,0.945064,0.725637,2.52148,2.52148,0,0,2.52148,2.635
237,9,0.945808,0.728147,2.52783,2.52783,0,0,2.52783,2.625
238,9,0.94655,0.730655,2.53416,2.53416,0,0,2.53416,2.615
239,9,0.94729,0.733161,2.54049,2.54049,0,0,2.54049,2.605
240,9,0.948028,0.735665,2.54681,2.54681,0,0,2.54681,2.595
241,9,0.948764,0.738167,2.55311,2.55311,0,0,2.55311,2.585
242,9,0.949499,0.740666,2.55941,2.55941,0,0,2.55941,2.575
243,9,0.950231,0.743163,2.5657,2.5657,0,0,2.5657,2.565
244,9,0.950962,0.745658,2.57198,2.57198,0,0,2.57198,2.555
245,9,0.951691,0.74815,2.57825,2.57825,0,0,2.57825,2.545
246,9,0.952418,0.750641,2.58451,2.58451,0,0,2.58451,2.535
247,9,0.953143,0.753129,2.59076,2.59076,0,0,2.59076,2.525
248,9,0.953866,0.755614,2.597,2.597,0,0,2.597,2.515
249,9,0.954588,0.758098,2.60323,2.60323,0,0,2.60323,2.505
250,9,0.955308,0.760579,2.60946,2.60946,0,0,2.60946,2.495
251,9,0.956026,0.763058,2.61567,2.61567,0,0,2.61567,2.485
252,9,0.956743,0.765535,2.62188,2.62188,0,0,2.62188,2.475
253,9,0.957458,0.76801,2.62807,2.62807,0,0,2.62807,2.465
254,9,0.958171,0.770482,2.63426,2.63426,0,0,2.63426,2.455
255,9,0.958882,0.772952,2.64044,2.64044,0,0,2.64044,2.445
256,9,0.959592,0.77542,2.64661,2.64661,0,0,2.64661,2.435
257,9,0.9603,0.777886,2.65277,2.65277,0,0,2.65277,2.425
258,9,0.961006,0.780349,2.65892,2.65892,0,0,2.65892,2.415
259,9,0.961711,0.782811,2.66506,2.66506,0,0,2.66506,2.405
260,9,0.962414,0.78527,2.6712,2.6712,0,0,2.6712,2.395
261,9,0.963115,0.787726,2.67732,2.67732,0,0,2.67732,2.385
262,9,0.963815,0.790181,2.68344,2.68344,0,0,2.68344,2.375
263,9,0.964513,0.792633,2.68955,2.68955,0,0,2.68955,2.365
264,9,0.96521,0.795083,2.69564,2.69564,0,0,2.69564,2.355
265,9,0.965905,0.797531,2.70174,2.70174,0,0,2.70174,2.345
266,9,0.966599,0.799977,2.70782,2.70782,0,0,2.70782,2.335
267,9,0.967291,0.80242,2.71389,2.71389,0,0,2.71389,2.325
268,9,0.967981,0.804861,2.71996,2.71996,0,0,2.71996,2.315
269,9,0.96867,0.8073,2.72601,2.72601,0,0,2.72601,2.305
270,9,0.969357,0.809737,2.73206,2.73206,0,0,2.73206,2.295
271,9,0.970043,0.812171,2.7381,2.7381,0,0,2.7381,2.285
272,9,0.970727,0.814604,2.74413,2.74413,0,0,2.74413,2.275
273,9,0.97141,0.817034,2.75015,2.75015,0,0,2.75015,2.265
274,9,0.972091,0.819462,2.75617,2.75617,0,0,2.75617,2.255
275,9,0.972771,0.821887,2.76218,2.76218,0,0,2.76218,2.245
276,9,0.973449,0.824311,2.76817,2.76817,0,0,2.76817,2.235
277,9,0.974126,0.826732,2.77416,2.77416,0,0,2.77416,2.225
278,9,0.974802,0.829151,2.78015,2.78015,0,0,2.78015,2.215
279,9,0.975476,0.831568,2.78612,2.78612,0,0,2.78612,2.205
280,9,0.976148,0.833982,2.79208,2.79208,0,0,2.79208,2.195
281,9,0.976819,0.836395,2.79804,2.79804,0,0,2.79804,2.185
282,9,0.977489,0.838805,2.80399,2.80399,0,0,2.80399,2.175
283,9,0.978157,0.841213,2.80993,2.80993,0,0,2.80993,2.165
284,9,0.978824,0.843618,2.81587,2.81587,0,0,2.81587,2.155
285,9,0.979489,0.846022,2.82179,2.82179,0,0,2.82179,2.145
286,9,0.980154,0.848423,2.82771,2.82771,0,0,2.82771,2.135
287,9,0.980816,0.850822,2.83362,2.83362,0,0,2.83362,2.125
288,9,0.981478,0.853219,2.83952,2.83952,0,0,2.83952,2.115
289,9,0.982138,0.855614,2.84542,2.84542,0,0,2.84542,2.105
290,9,0.982796,0.858006,2.8513,2.8513,0,0,2.8513,2.095
291,9,0.983454,0.860397,2.85718,2.85718,0,0,2.85718,2.085
292,9,0.98411,0.862785,2.86305,2.86305,0,0,2.86305,2.075
293,9,0.984764,0.865171,2.86892,2.86892,0,0,2.86892,2.065
294,9,0.985418,0.867554,2.87477,2.87477,0,0,2.87477,2.055
295,9,0.98607,0.869936,2.88062,2.88062,0,0,2.88062,2.045
296,9,0.98672,0.872315,2.88646,2.88646,0,0,2.88646,2.035
297,9,0.98737,0.874692,2.89229,2.89229,0,0,2.89229,2.025
298,9,0.988018,0.877067,2.89812,2.89812,0,0,2.89812,2.015
299,9,0.988665,0.87944,2.90393,2.90393,0,0,2.90393,2.005
300,9,0.989311,0.88181,2.90974,2.90974,0,0,2.90974,1.995
301,9,0.989955,0.884179,2.91555,2.91555,0,0,2.91555,1.985
302,9,0.990598,0.886545,2.92134,2.92134,0,0,2.92134,1.975
303,9,0.99124,0.888909,2.92713,2.92713,0,0,2.92713,1.965
304,9,0.991881,0.89127,2.93291,2.93291,0,0,2.93291,1.955
305,9,0.99252,0.89363,2.93868,2.93868,0,0,2.93868,1.945
306,9,0.993158,0.895987,2.94445,2.94445,0,0,2.94445,1.935
307,9,0.993795,0.898342,2.95021,2.95021,0,0,2.95021,1.925
308,9,0.994431,0.900695,2.95596,2.95596,0,0,2.95596,1.915
309,9,0.995066,0.903046,2.9617,2.9617,0,0,2.9617,1.905
310,9,0.9957,0.905394,2.96744,2.96744,0,0,2.96744,1.895
311,9,0.996316,0.90775,2.97314,2.97314,0,0,2.97314,1.885
312,9,0.997059,0.910026,2.97908,2.97908,0,0,2.97908,1.875
313,9,0.997354,0.912573,2.98413,2.98413,0,0,2.98413,1.865
314,9,0.997748,0.91506,2.98937,2.98937,0,0,2.98937,1.855
315,9,0.997427,0.917988,2.99319,2.99319,0,0,2.99319,1.845
316,9,0.99809,0.920312,2.99897,2.99897,0,0,2.99897,1.835
317,9,0.997423,0.92346,3.00208,3.00208,0,0,3.00208,1.825
318,9,0.998474,0.925547,3.00864,3.00864,0,0,3.00864,1.815
319,9,0.997345,0.928989,3.01082,3.01082,0,0,3.01082,1.805
320,9,0.998889,0.93077,3.01837,3.01837,0,0,3.01837,1.795
321,9,0.997225,0.934556,3.01947,3.01947,0,0,3.01947,1.785
322,9,0.999292,0.93601,3.02808,3.02808,0,0,3.02808,1.775
323,9,0.997213,0.940067,3.02832,3.02832,0,0,3.02832,1.765
324,9,0.999548,0.94135,3.03748,3.03748,0,0,3.03748,1.755
325,9,0.997292,0.945532,3.03735,3.03735,0,0,3.03735,1.745
326,9,0.999667,0.946786,3.0466,3.0466,0,0,3.0466,1.735
327,9,0.997389,0.950996,3.04641,3.04641,0,0,3.04641,1.725
328,9,0.99974,0.952264,3.05563,3.05563,0,0,3.05563,1.715
329,9,0.997486,0.956472,3.05547,3.05547,0,0,3.05547,1.705
330,9,0.999785,0.95777,3.06459,3.06459,0,0,3.06459,1.695
331,9,0.997572,0.961967,3.06449,3.06449,0,0,3.06449,1.685
332,9,0.999811,0.963302,3.0735,3.0735,0,0,3.0735,1.675
333,9,0.99764,0.967485,3.07348,3.07348,0,0,3.07348,1.665
334,9,0.999818,0.968858,3.08237,3.08237,0,0,3.08237,1.655
335,9,0.997688,0.973027,3.08242,3.08242,0,0,3.08242,1.645
336,9,0.999817,0.974426,3.09122,3.09122,0,0,3.09122,1.635
337,9,0.997713,0.978581,3.09128,3.09128,0,0,3.09128,1.625
338,9,0.999821,0.979983,3.10003,3.10003,0,0,3.10003,1.615
339,9,0.997729,0.984127,3.10008,3.10008,0,0,3.10008,1.605
340,9,0.999824,0.98552,3.10879,3.10879,0,0,3.10879,1.595
341,9,0.997745,0.989655,3.10882,3.10882,0,0,3.10882,1.585
342,9,0.999826,0.99104,3.11749,3.11749,0,0,3.11749,1.575
343,9,0.997759,0.995168,3.11751,3.11751,0,0,3.11751,1.565
344,9,0.999828,0.996548,3.12614,3.12614,0,0,3.12614,1.555
345,9,0.997772,1.00067,3.12616,3.12616,0,0,3.12616,1.545
346,9,1.0017,1.0008,3.13867,3.13867,0,0,3.13867,1.535
347,9,0.986995,1.01355,3.11223,3.11223,0,0,3.11223,1.525
348,9,1.01076,1.00036,3.16638,3.16638,0,0,3.16638,1.515
349,9,0.98726,1.01886,3.12121,3.12121,0,0,3.12121,1.505
350,9,1.00025,1.01284,3.15294,3.15294,0,0,3.15294,1.495
351,9,0.99429,1.01968,3.1447,3.1447,0,0,3.1447,1.485
352,9,1.00971,1.01195,3.18136,3.18136,0,0,3.18136,1.475
353,9,0.989396,1.02817,3.14222,3.14222,0,0,3.14222,1.465
354,9,1.00586,1.01979,3.18147,3.18147,0,0,3.18147,1.455
355,9,1.00003,1.02657,3.1735,3.1735,0,0,3.1735,1.445
356,9,1.00026,1.02878,3.17769,3.17769,0,0,3.17769,1.435
357,9,0.992588,1.03667,3.16536,3.16536,0,0,3.16536,1.425
358,9,1.01417,1.02469,3.21546,3.21546,0,0,3.21546,1.415
359,9,0.99673,1.03964,3.18312,3.18312,0,0,3.18312,1.405
360,9,1.00173,1.03916,3.19837,3.19837,0,0,3.19837,1.395
361,9,1.00158,1.04225,3.20262,3.20262,0,0,3.20262,1.385
362,9,1.01555,1.03548,3.23671,3.23671,0,0,3.23671,1.375
363,9,1.00501,1.04561,3.21879,3.21879,0,0,3.21879,1.365
364,9,1.01617,1.04067,3.2468,3.2468,0,0,3.2468,1.355
365,9,1.00794,1.04916,3.23362,3.23362,0,0,3.23362,1.345
366,9,1.01648,1.04595,3.25603,3.25603,0,0,3.25603,1.335
367,9,1.0106,1.05275,3.2477,3.2477,0,0,3.2477,1.325
368,9,1.01659,1.05121,3.26457,3.26457,0,0,3.26457,1.315
369,9,1.01251,1.05668,3.25993,3.25993,0,0,3.25993,1.305
370,9,1.01713,1.05603,3.27379,3.27379,0,0,3.27379,1.295
371,9,1.01451,1.06049,3.27223,3.27223,0,0,3.27223,1.285
372,9,1.01774,1.06086,3.28322,3.28322,0,0,3.28322,1.275
373,9,1.01584,1.06489,3.28332,3.28332,0,0,3.28332,1.265
374,9,1.01883,1.06551,3.29393,3.29393,0,0,3.29393,1.255
375,9,1.01768,1.06909,3.29573,3.29573,0,0,3.29573,1.245
376,9,1.01988,1.0703,3.30471,3.30471,0,0,3.30471,1.235
